#Read via matlab 
#  
trigger;Re(S11);Im(S11);Re(S12);Im(S12);Re(S13);Im(S13);Re(S14);Im(S14);Re(S21);Im(S21);Re(S22);Im(S22);Re(S23);Im(S23);Re(S24);Im(S24);Re(S31);Im(S31);Re(S32);Im(S32);Re(S33);Im(S33);Re(S34);Im(S34);Re(S41);Im(S41);Re(S42);Im(S42);Re(S43);Im(S43);Re(S44);Im(S44)
1.000000000000000e+000; 3.789528459000000e-002; 5.041680932000000e-001; 6.277883053000000e-002; 3.360398412000000e-001;-7.692562044000000e-002;-4.647843242000000e-001; 5.855574086000000e-002; 3.362629414000000e-001; 6.325165927000000e-002; 3.359459639000000e-001;-2.538629770000000e-001; 4.423154891000000e-001; 6.983912736000000e-002; 3.307693899000000e-001; 1.963943243000000e-001;-4.471202791000000e-001;-7.946901023000000e-002;-4.640381634000000e-001; 6.864438951000000e-002; 3.309999704000000e-001; 3.883120418000000e-002; 5.157449841000000e-001; 6.454347074000000e-002; 3.315711319000000e-001; 5.826353654000000e-002; 3.351535797000000e-001; 1.989549845000000e-001;-4.471049607000000e-001; 6.570254266000000e-002; 3.323393762000000e-001;-2.623680234000000e-001; 4.266175330000000e-001;
2.000000000000000e+000; 3.785134852000000e-002; 5.041174889000000e-001; 6.264253706000000e-002; 3.360228539000000e-001;-7.686158270000000e-002;-4.648335576000000e-001; 5.855618790000000e-002; 3.363206089000000e-001; 6.324705482000000e-002; 3.359506726000000e-001;-2.538965940000000e-001; 4.422948658000000e-001; 6.989266723000000e-002; 3.307493031000000e-001; 1.964319795000000e-001;-4.471082985000000e-001;-7.948379219000000e-002;-4.640739262000000e-001; 6.860996782999999e-002; 3.310045302000000e-001; 3.884528205000000e-002; 5.157765150000000e-001; 6.458216160999999e-002; 3.315429986000000e-001; 5.830064788000000e-002; 3.351494670000000e-001; 1.990038902000000e-001;-4.470243156000000e-001; 6.573436409000000e-002; 3.323849738000000e-001;-2.623667419000000e-001; 4.266010523000000e-001;
3.000000000000000e+000; 3.783805296000000e-002; 5.041175485000000e-001; 6.270198523999999e-002; 3.359696269000000e-001;-7.685501873000000e-002;-4.647789598000000e-001; 5.847110599000000e-002; 3.363171220000000e-001; 6.312293559000000e-002; 3.359868526000000e-001;-2.538518906000000e-001; 4.422734082000000e-001; 6.998196244000000e-002; 3.307558894000000e-001; 1.963489503000000e-001;-4.471691847000000e-001;-7.939726113999999e-002;-4.641172290000000e-001; 6.864369661000000e-002; 3.309974968000000e-001; 3.884509951000000e-002; 5.157247186000000e-001; 6.456362456000001e-002; 3.315518200000000e-001; 5.822650343000000e-002; 3.351663351000000e-001; 1.990006566000000e-001;-4.470513463000000e-001; 6.573351473000000e-002; 3.324121833000000e-001;-2.623889744000000e-001; 4.266312718000000e-001;
4.000000000000000e+000; 3.784767538000000e-002; 5.041544437000000e-001; 6.277749687000001e-002; 3.360089064000000e-001;-7.684417069000001e-002;-4.647849500000000e-001; 5.842897296000000e-002; 3.363617957000000e-001; 6.308978051000000e-002; 3.360182047000000e-001;-2.538881004000000e-001; 4.423316419000000e-001; 6.995823979000000e-002; 3.307543397000000e-001; 1.964031905000000e-001;-4.470804930000000e-001;-7.938881218000000e-002;-4.641267657000000e-001; 6.870409101000000e-002; 3.309776187000000e-001; 3.885611892000000e-002; 5.157425404000000e-001; 6.453744322000000e-002; 3.315427005000000e-001; 5.820282176000000e-002; 3.351959288000000e-001; 1.989652961000000e-001;-4.470891654000000e-001; 6.575608253000000e-002; 3.323735595000000e-001;-2.623924911000000e-001; 4.265890419000000e-001;
5.000000000000000e+000; 3.786813095000000e-002; 5.040830970000000e-001; 6.274224073000000e-002; 3.359379470000000e-001;-7.689221203000000e-002;-4.647683799000000e-001; 5.850453675000000e-002; 3.363120854000000e-001; 6.318883598000000e-002; 3.359566331000000e-001;-2.538738549000000e-001; 4.423073232000000e-001; 6.992084533000000e-002; 3.307584524000000e-001; 1.964371800000000e-001;-4.470962882000000e-001;-7.944229244999999e-002;-4.640755057000000e-001; 6.866908073000000e-002; 3.310117722000000e-001; 3.888832778000000e-002; 5.157426000000001e-001; 6.453400105000000e-002; 3.315819800000000e-001; 5.824866891000000e-002; 3.351602554000000e-001; 1.989948601000000e-001;-4.470731318000000e-001; 6.570684165000000e-002; 3.324143887000000e-001;-2.624120414000000e-001; 4.265643656000000e-001;
6.000000000000000e+000; 3.780429065000000e-002; 5.041497946000000e-001; 6.257396936000000e-002; 3.360088468000000e-001;-7.688578963000001e-002;-4.648374021000000e-001; 5.854731798000000e-002; 3.363021612000000e-001; 6.322752684000001e-002; 3.359935880000000e-001;-2.538931072000000e-001; 4.423137605000000e-001; 6.990456581000000e-002; 3.307814598000000e-001; 1.964569986000000e-001;-4.470927417000000e-001;-7.942890376000000e-002;-4.641476572000000e-001; 6.855948269000001e-002; 3.310251534000000e-001; 3.882285208000000e-002; 5.157685876000000e-001; 6.456986815000000e-002; 3.315534890000000e-001; 5.829588324000000e-002; 3.352076709000000e-001; 1.990611702000000e-001;-4.470668435000000e-001; 6.571612507000001e-002; 3.323730528000000e-001;-2.623984218000000e-001; 4.266002178000000e-001;
7.000000000000000e+000; 3.780648857000000e-002; 5.040986538000000e-001; 6.264751405000001e-002; 3.359888196000000e-001;-7.684154809000000e-002;-4.647816122000000e-001; 5.851902813000000e-002; 3.362979293000000e-001; 6.309391558000001e-002; 3.359617293000000e-001;-2.539058030000000e-001; 4.423070848000000e-001; 6.996323168000000e-002; 3.307519853000000e-001; 1.963520646000000e-001;-4.471422434000000e-001;-7.935421914000000e-002;-4.641134739000000e-001; 6.860862672000000e-002; 3.310068846000000e-001; 3.881985694000000e-002; 5.157880187000000e-001; 6.458510458000000e-002; 3.315611482000000e-001; 5.823088065000000e-002; 3.351778090000000e-001; 1.990375519000000e-001;-4.470423460000000e-001; 6.572941691000001e-002; 3.324142396000000e-001;-2.623697519000000e-001; 4.265903831000000e-001;
8.000000000000000e+000; 3.783170134000000e-002; 5.041898489000000e-001; 6.277953088000000e-002; 3.359919488000000e-001;-7.687032223000000e-002;-4.648407698000000e-001; 5.847217888000000e-002; 3.363257647000000e-001; 6.315927953000000e-002; 3.359816670000000e-001;-2.538761497000000e-001; 4.422980845000000e-001; 6.989046931000000e-002; 3.307724595000000e-001; 1.963386238000000e-001;-4.471279085000000e-001;-7.940428703999999e-002;-4.640860260000000e-001; 6.869864464000000e-002; 3.309957683000000e-001; 3.884199262000000e-002; 5.158128142000000e-001; 6.454201043000001e-002; 3.315535188000000e-001; 5.824474618000000e-002; 3.351583183000000e-001; 1.989569217000000e-001;-4.471140206000000e-001; 6.570166349000001e-002; 3.323681951000000e-001;-2.624099255000000e-001; 4.265921712000000e-001;
9.000000000000000e+000; 3.783127293000000e-002; 5.041614771000000e-001; 6.277750432000000e-002; 3.359915018000000e-001;-7.695227116000000e-002;-4.647568762000000e-001; 5.852318555000000e-002; 3.363562822000000e-001; 6.324050575000000e-002; 3.359635174000000e-001;-2.538866699000000e-001; 4.423407614000000e-001; 6.990201771000000e-002; 3.307750523000000e-001; 1.963874400000000e-001;-4.471415281000000e-001;-7.942575216000000e-002;-4.640779495000000e-001; 6.867183000000000e-002; 3.309957683000000e-001; 3.885852918000000e-002; 5.157682896000000e-001; 6.453298032000000e-002; 3.315711915000000e-001; 5.829935521000000e-002; 3.351401091000000e-001; 1.990417838000000e-001;-4.470931590000000e-001; 6.572940200999999e-002; 3.324147165000000e-001;-2.623970807000000e-001; 4.266047180000000e-001;
1.000000000000000e+001; 3.785143793000000e-002; 5.041490197000000e-001; 6.269650161000000e-002; 3.360030055000000e-001;-7.690121233000000e-002;-4.648263454000000e-001; 5.852220207000000e-002; 3.363040388000000e-001; 6.318103522000000e-002; 3.359884024000000e-001;-2.538807988000000e-001; 4.423332512000000e-001; 6.994156539000000e-002; 3.307695389000000e-001; 1.963994652000000e-001;-4.470705986000000e-001;-7.942643762000000e-002;-4.641158283000000e-001; 6.866019964000000e-002; 3.310120106000000e-001; 3.885556012000000e-002; 5.157618523000001e-001; 6.456093490000001e-002; 3.315524459000000e-001; 5.825959146000000e-002; 3.351349831000000e-001; 1.990087181000000e-001;-4.470610619000000e-001; 6.571719795000000e-002; 3.323828280000000e-001;-2.624090016000000e-001; 4.265731871000000e-001;
