#Read via matlab 
#  
trigger;Re(S11);Im(S11);Re(S12);Im(S12);Re(S13);Im(S13);Re(S14);Im(S14);Re(S21);Im(S21);Re(S22);Im(S22);Re(S23);Im(S23);Re(S24);Im(S24);Re(S31);Im(S31);Re(S32);Im(S32);Re(S33);Im(S33);Re(S34);Im(S34);Re(S41);Im(S41);Re(S42);Im(S42);Re(S43);Im(S43);Re(S44);Im(S44)
1.000000000000000e+000; 6.024355814000000e-002; 4.814548790000000e-001; 2.287206948000000e-001; 2.533276975000000e-001;-5.325888842000000e-002;-4.866251647000000e-001; 2.239532769000000e-001; 2.573041618000000e-001; 2.309159487000000e-001; 2.515643835000000e-001;-2.286806852000000e-001; 4.524337351000000e-001; 2.342060804000000e-001; 2.432357222000000e-001; 2.220276743000000e-001;-4.340112209000000e-001;-5.565664545000000e-002;-4.877975583000000e-001; 2.312003672000000e-001; 2.457373589000000e-001; 6.131578237000000e-002; 4.925478697000000e-001; 2.266599536000000e-001; 2.498541623000000e-001; 2.267587483000000e-001; 2.534439564000000e-001; 2.219213694000000e-001;-4.365149438000000e-001; 2.317649275000000e-001; 2.469004244000000e-001;-2.410604954000000e-001; 4.380002022000000e-001;
2.000000000000000e+000; 6.029104441000000e-002; 4.814569652000000e-001; 2.287349552000000e-001; 2.533823550000000e-001;-5.327367038000000e-002;-4.866506457000000e-001; 2.239675373000000e-001; 2.573133707000000e-001; 2.310336083000000e-001; 2.514494359000000e-001;-2.286517471000000e-001; 4.524229765000000e-001; 2.341115177000000e-001; 2.432988435000000e-001; 2.220562398000000e-001;-4.339769185000000e-001;-5.572868139000000e-002;-4.877704680000000e-001; 2.311883867000000e-001; 2.457189411000000e-001; 6.131808460000000e-002; 4.925394654000000e-001; 2.266450375000000e-001; 2.498433590000000e-001; 2.268030345000000e-001; 2.533883750000000e-001; 2.219721228000000e-001;-4.364750683000000e-001; 2.317925692000000e-001; 2.468984723000000e-001;-2.410383821000000e-001; 4.379778504000000e-001;
3.000000000000000e+000; 6.025706604000000e-002; 4.814740717000000e-001; 2.286326587000000e-001; 2.534079850000000e-001;-5.325871706000000e-002;-4.867076278000000e-001; 2.239738554000000e-001; 2.572892010000000e-001; 2.310407758000000e-001; 2.514322698000000e-001;-2.286792248000000e-001; 4.524194896000000e-001; 2.341161221000000e-001; 2.433175594000000e-001; 2.221423090000000e-001;-4.339731336000000e-001;-5.569434911000000e-002;-4.878019989000000e-001; 2.311182171000000e-001; 2.457767576000000e-001; 6.131293997000000e-002; 4.926209152000000e-001; 2.266758233000000e-001; 2.498661280000000e-001; 2.267998904000000e-001; 2.534175813000000e-001; 2.220240086000000e-001;-4.364386201000000e-001; 2.318164706000000e-001; 2.469257414000000e-001;-2.410779446000000e-001; 4.379639328000000e-001;
4.000000000000000e+000; 6.028070301000000e-002; 4.814585149000000e-001; 2.286703438000000e-001; 2.533612251000000e-001;-5.324620008000000e-002;-4.866975546000000e-001; 2.239232659000000e-001; 2.572708428000000e-001; 2.310058624000000e-001; 2.514703572000000e-001;-2.286521047000000e-001; 4.523818791000000e-001; 2.341360748000000e-001; 2.432611287000000e-001; 2.220859379000000e-001;-4.339980781000000e-001;-5.569822714000000e-002;-4.877467155000000e-001; 2.311728299000000e-001; 2.457246184000000e-001; 6.133453920000000e-002; 4.925376475000000e-001; 2.266920060000000e-001; 2.498988509000000e-001; 2.268202752000000e-001; 2.533904314000000e-001; 2.219461501000000e-001;-4.364516437000000e-001; 2.317640930000000e-001; 2.469141781000000e-001;-2.410682142000000e-001; 4.379579127000000e-001;
5.000000000000000e+000; 6.024112925000000e-002; 4.814713895000000e-001; 2.287395447000000e-001; 2.533102930000000e-001;-5.330869928000000e-002;-4.866581857000000e-001; 2.238949835000000e-001; 2.573760450000000e-001; 2.309646904000000e-001; 2.514825761000000e-001;-2.286731452000000e-001; 4.523923695000000e-001; 2.340766639000000e-001; 2.432579696000000e-001; 2.220032513000000e-001;-4.340495169000000e-001;-5.567815900000000e-002;-4.878144860000000e-001; 2.312114537000000e-001; 2.457069457000000e-001; 6.137089804000000e-002; 4.925421178000000e-001; 2.266505212000000e-001; 2.498584837000000e-001; 2.268164158000000e-001; 2.534427047000000e-001; 2.219790369000000e-001;-4.364745617000000e-001; 2.318455279000000e-001; 2.468900681000000e-001;-2.410822064000000e-001; 4.380338788000000e-001;
6.000000000000000e+000; 6.026298180000000e-002; 4.814992845000000e-001; 2.287316769000000e-001; 2.532886565000000e-001;-5.327302217000000e-002;-4.866680205000000e-001; 2.239526510000000e-001; 2.573097348000000e-001; 2.310384661000000e-001; 2.514569759000000e-001;-2.286725938000000e-001; 4.523989856000000e-001; 2.340730131000000e-001; 2.432926297000000e-001; 2.220476419000000e-001;-4.339835942000000e-001;-5.573008582000000e-002;-4.878048003000000e-001; 2.311968058000000e-001; 2.457042933000000e-001; 6.134327501000000e-002; 4.925617874000000e-001; 2.266437560000000e-001; 2.498386651000000e-001; 2.268531173000000e-001; 2.534262538000000e-001; 2.219565362000000e-001;-4.364975989000000e-001; 2.317937911000000e-001; 2.469154447000000e-001;-2.410426140000000e-001; 4.379337132000000e-001;
7.000000000000000e+000; 6.030090526000000e-002; 4.814307690000000e-001; 2.286356837000000e-001; 2.533707023000000e-001;-5.328610539000000e-002;-4.866767824000000e-001; 2.240097374000000e-001; 2.573168278000000e-001; 2.310370952000000e-001; 2.514311969000000e-001;-2.286428809000000e-001; 4.524062574000000e-001; 2.341305614000000e-001; 2.432804406000000e-001; 2.220858335000000e-001;-4.339907467000000e-001;-5.575837567000000e-002;-4.877488315000000e-001; 2.311471254000000e-001; 2.457241714000000e-001; 6.136402488000000e-002; 4.925239682000000e-001; 2.266721129000000e-001; 2.498689890000000e-001; 2.268370986000000e-001; 2.533900738000000e-001; 2.220153064000000e-001;-4.364767075000000e-001; 2.317700237000000e-001; 2.469223887000000e-001;-2.410604060000000e-001; 4.380037487000000e-001;
8.000000000000000e+000; 6.024385616000000e-002; 4.814997911000000e-001; 2.286956012000000e-001; 2.533978522000000e-001;-5.318775773000000e-002;-4.867098629000000e-001; 2.239397019000000e-001; 2.573138475000000e-001; 2.309614271000000e-001; 2.514969707000000e-001;-2.286644578000000e-001; 4.524236917000000e-001; 2.342133373000000e-001; 2.432532907000000e-001; 2.220239937000000e-001;-4.339876473000000e-001;-5.567245558000000e-002;-4.878282547000000e-001; 2.311765403000000e-001; 2.457316369000000e-001; 6.132086366000000e-002; 4.926011860000000e-001; 2.266888171000000e-001; 2.498406023000000e-001; 2.267826349000000e-001; 2.534209192000000e-001; 2.220263481000000e-001;-4.364439249000000e-001; 2.318170518000000e-001; 2.469224781000000e-001;-2.410539687000000e-001; 4.380039871000000e-001;
9.000000000000000e+000; 6.031028554000000e-002; 4.815229177000000e-001; 2.287130505000000e-001; 2.533709109000000e-001;-5.319223925000000e-002;-4.866729379000000e-001; 2.239301652000000e-001; 2.573064864000000e-001; 2.309998870000000e-001; 2.515532076000000e-001;-2.286633253000000e-001; 4.524212480000000e-001; 2.341297567000000e-001; 2.432748973000000e-001; 2.220298499000000e-001;-4.340114892000000e-001;-5.570209026000000e-002;-4.878111780000000e-001; 2.311771661000000e-001; 2.457199246000000e-001; 6.134016067000000e-002; 4.925985336000000e-001; 2.266461998000000e-001; 2.498439252000000e-001; 2.268195748000000e-001; 2.534372211000000e-001; 2.219636142000000e-001;-4.364720285000000e-001; 2.317396849000000e-001; 2.469249517000000e-001;-2.410419285000000e-001; 4.379336834000000e-001;
1.000000000000000e+001; 6.029515713000000e-002; 4.814694524000000e-001; 2.287441492000000e-001; 2.533421516000000e-001;-5.329458043000000e-002;-4.866306186000000e-001; 2.239581645000000e-001; 2.573017180000000e-001; 2.310261130000000e-001; 2.514297664000000e-001;-2.286819816000000e-001; 4.523960650000000e-001; 2.341133952000000e-001; 2.432812005000000e-001; 2.220706344000000e-001;-4.340107739000000e-001;-5.576865003000000e-002;-4.877797067000000e-001; 2.311877906000000e-001; 2.456905097000000e-001; 6.135220081000000e-002; 4.925535321000000e-001; 2.266440243000000e-001; 2.498562634000000e-001; 2.268635780000000e-001; 2.533891201000000e-001; 2.219823450000000e-001;-4.365189373000000e-001; 2.317762077000000e-001; 2.469393611000000e-001;-2.410915643000000e-001; 4.380131662000000e-001;
