#Read via matlab 
#  
trigger;Re(S11);Im(S11);Re(S12);Im(S12);Re(S13);Im(S13);Re(S14);Im(S14);Re(S21);Im(S21);Re(S22);Im(S22);Re(S23);Im(S23);Re(S24);Im(S24);Re(S31);Im(S31);Re(S32);Im(S32);Re(S33);Im(S33);Re(S34);Im(S34);Re(S41);Im(S41);Re(S42);Im(S42);Re(S43);Im(S43);Re(S44);Im(S44)
1.000000000000000e+000; 5.647575110000000e-002; 4.854902625000000e-001;-9.314855933000001e-002; 3.300002217000000e-001;-3.212644905000000e-002;-4.892618358000000e-001;-9.905857593000000e-002; 3.281447589000000e-001;-9.028696269000000e-002; 3.310769200000000e-001;-2.291976362000000e-001; 4.621544480000000e-001;-8.242759853999999e-002; 3.307305276000000e-001; 2.436175495000000e-001;-4.146030247000000e-001;-3.637223318000000e-002;-4.878886044000000e-001;-8.562693000000000e-002; 3.293314576000000e-001; 5.679504201000000e-002; 4.917704165000000e-001;-9.145972132999999e-002; 3.277684450000000e-001;-9.459735453000000e-002; 3.284120560000000e-001; 2.434377372000000e-001;-4.149718881000000e-001;-8.751922101000000e-002; 3.303010166000000e-001;-2.409187704000000e-001; 4.464786947000000e-001;
2.000000000000000e+000; 5.646857992000000e-002; 4.855067134000000e-001;-9.323133527999999e-002; 3.299780786000000e-001;-3.216565400000000e-002;-4.892877936000000e-001;-9.895905852000000e-002; 3.281507492000000e-001;-9.029881656000000e-002; 3.310787082000000e-001;-2.291692197000000e-001; 4.622167945000000e-001;-8.237434924000001e-002; 3.307240307000000e-001; 2.436865717000000e-001;-4.145650864000000e-001;-3.640054166000000e-002;-4.878931940000000e-001;-8.571717888000000e-002; 3.293184340000000e-001; 5.681193620000000e-002; 4.918031991000000e-001;-9.146881104000000e-002; 3.277909160000000e-001;-9.458494185999999e-002; 3.284063935000000e-001; 2.435069084000000e-001;-4.150095582000000e-001;-8.746787161000000e-002; 3.303409517000000e-001;-2.408616692000000e-001; 4.464281499000000e-001;
3.000000000000000e+000; 5.643855780000000e-002; 4.855315983000000e-001;-9.319149703000000e-002; 3.300011754000000e-001;-3.212999552000000e-002;-4.892174602000000e-001;-9.903748333000000e-002; 3.281217217000000e-001;-9.034790844000000e-002; 3.310913444000000e-001;-2.291992158000000e-001; 4.621585906000000e-001;-8.232800663000001e-002; 3.307338357000000e-001; 2.436020970000000e-001;-4.146042466000000e-001;-3.635403514000000e-002;-4.879589975000000e-001;-8.567386120999999e-002; 3.293651342000000e-001; 5.680774897000000e-002; 4.917832017000000e-001;-9.146781266000000e-002; 3.277960122000000e-001;-9.463219345000000e-002; 3.284055293000000e-001; 2.434573323000000e-001;-4.149765372000000e-001;-8.743967116000000e-002; 3.303102851000000e-001;-2.408819199000000e-001; 4.464317858000000e-001;
4.000000000000000e+000; 5.645699799000000e-002; 4.855473936000000e-001;-9.306629747000000e-002; 3.300442100000000e-001;-3.209716454000000e-002;-4.892398417000000e-001;-9.909903258000000e-002; 3.281523287000000e-001;-9.036922455000000e-002; 3.310678899000000e-001;-2.291838825000000e-001; 4.621670842000000e-001;-8.239505440000000e-002; 3.307575583000000e-001; 2.435309589000000e-001;-4.146504700000000e-001;-3.635577112000000e-002;-4.878961146000000e-001;-8.558181673000000e-002; 3.293603361000000e-001; 5.676345900000000e-002; 4.917916656000000e-001;-9.148119389999999e-002; 3.277808726000000e-001;-9.460341185000000e-002; 3.284066617000000e-001; 2.433933020000000e-001;-4.149770439000000e-001;-8.748652786000000e-002; 3.303111792000000e-001;-2.408512980000000e-001; 4.464516938000000e-001;
5.000000000000000e+000; 5.639214441000000e-002; 4.855260849000000e-001;-9.312369674000000e-002; 3.300369680000000e-001;-3.214820474000000e-002;-4.892781079000000e-001;-9.907513857000000e-002; 3.281031251000000e-001;-9.032748640000000e-002; 3.310760856000000e-001;-2.291552871000000e-001; 4.621781409000000e-001;-8.244302124000000e-002; 3.307506144000000e-001; 2.436276227000000e-001;-4.146271646000000e-001;-3.639985248000000e-002;-4.878764153000000e-001;-8.554735780000000e-002; 3.293378055000000e-001; 5.682707205000000e-002; 4.918204844000000e-001;-9.148594737000000e-002; 3.278273940000000e-001;-9.459453821000000e-002; 3.283848763000000e-001; 2.433909178000000e-001;-4.150347710000000e-001;-8.747301251000000e-002; 3.303177953000000e-001;-2.408894300000000e-001; 4.464532137000000e-001;
6.000000000000000e+000; 5.645158887000000e-002; 4.855224788000000e-001;-9.318829328000000e-002; 3.299767375000000e-001;-3.215360269000000e-002;-4.892883897000000e-001;-9.900559485000000e-002; 3.281372786000000e-001;-9.027381241000000e-002; 3.310629427000000e-001;-2.291642427000000e-001; 4.621517956000000e-001;-8.235580474000000e-002; 3.307414055000000e-001; 2.436464280000000e-001;-4.145899117000000e-001;-3.642722219000000e-002;-4.878697097000000e-001;-8.563719690000000e-002; 3.292979598000000e-001; 5.681626126000000e-002; 4.917555451000000e-001;-9.143297374000001e-002; 3.278205991000000e-001;-9.453479200999999e-002; 3.284175098000000e-001; 2.434242517000000e-001;-4.149437547000000e-001;-8.745739609000000e-002; 3.303203583000000e-001;-2.408596277000000e-001; 4.464368820000000e-001;
7.000000000000000e+000; 5.642298609000000e-002; 4.855219424000000e-001;-9.327276796000000e-002; 3.299934864000000e-001;-3.214617819000000e-002;-4.892408550000000e-001;-9.903275222000001e-002; 3.280851543000000e-001;-9.041688590999999e-002; 3.310497403000000e-001;-2.291941643000000e-001; 4.621550739000000e-001;-8.232882619000000e-002; 3.307528496000000e-001; 2.436689585000000e-001;-4.145821631000000e-001;-3.638440371000000e-002;-4.879296422000000e-001;-8.567676693000000e-002; 3.293118775000000e-001; 5.681863055000000e-002; 4.917426407000000e-001;-9.145062416999999e-002; 3.278209269000000e-001;-9.461708367000001e-002; 3.284147680000000e-001; 2.434483320000000e-001;-4.149829745000000e-001;-8.743117750000000e-002; 3.303015232000000e-001;-2.408726662000000e-001; 4.464077055000000e-001;
8.000000000000000e+000; 5.641137809000000e-002; 4.854785800000000e-001;-9.311877191000000e-002; 3.299961388000000e-001;-3.210195526000000e-002;-4.893079102000000e-001;-9.912778437000000e-002; 3.280896842000000e-001;-9.041286260000001e-002; 3.310614526000000e-001;-2.291697711000000e-001; 4.621967077000000e-001;-8.238092065000000e-002; 3.307228088000000e-001; 2.436074466000000e-001;-4.146500826000000e-001;-3.630285338000000e-002;-4.878897965000000e-001;-8.563162386000001e-002; 3.293546140000000e-001; 5.680750310000000e-002; 4.917828143000000e-001;-9.147182852000001e-002; 3.278445303000000e-001;-9.461280704000000e-002; 3.283667266000000e-001; 2.433749735000000e-001;-4.150495827000000e-001;-8.744688332000000e-002; 3.302904069000000e-001;-2.408300489000000e-001; 4.464320838000000e-001;
9.000000000000000e+000; 5.646677315000000e-002; 4.854991734000000e-001;-9.309473634000000e-002; 3.300518990000000e-001;-3.215563670000000e-002;-4.892589152000000e-001;-9.901266545000000e-002; 3.281148970000000e-001;-9.031610935999999e-002; 3.310654163000000e-001;-2.291892171000000e-001; 4.621942937000000e-001;-8.244758844000000e-002; 3.307442367000000e-001; 2.436361611000000e-001;-4.146015048000000e-001;-3.639266267000000e-002;-4.878994823000000e-001;-8.559695631000000e-002; 3.293699622000000e-001; 5.679455027000000e-002; 4.917918742000000e-001;-9.146374464000000e-002; 3.277568519000000e-001;-9.458863735000000e-002; 3.283798099000000e-001; 2.433819473000000e-001;-4.150207937000000e-001;-8.750689775000001e-002; 3.303168714000000e-001;-2.408399582000000e-001; 4.464863837000000e-001;
1.000000000000000e+001; 5.647123232000000e-002; 4.854765236000000e-001;-9.325063974000000e-002; 3.299557269000000e-001;-3.218340129000000e-002;-4.892831743000000e-001;-9.906493127000000e-002; 3.281257153000000e-001;-9.023144841000000e-002; 3.310436308000000e-001;-2.291800529000000e-001; 4.621632397000000e-001;-8.241362125000000e-002; 3.307051957000000e-001; 2.436567098000000e-001;-4.146078229000000e-001;-3.637450188000000e-002;-4.879058003000000e-001;-8.570044488000000e-002; 3.293219507000000e-001; 5.684499443000000e-002; 4.917475581000000e-001;-9.146331996000000e-002; 3.277940750000000e-001;-9.458701312999999e-002; 3.284039199000000e-001; 2.434972972000000e-001;-4.149947166000000e-001;-8.743608743000000e-002; 3.302963078000000e-001;-2.408818454000000e-001; 4.464345276000000e-001;
